commit_id,author_id,author_experience_years,commit_date,files_modified,lines_added,lines_deleted,modules_affected_count,modules_affected,code_churn_ratio,is_hotspot_module,historical_bug_frequency,regression_time_hours,failure_probability_true,test_failed,test_fail_count
commit_000123,author_41,8.36,2024-11-12 22:00:00,36,2304,386,14,"Reset_Logic,UART_Controller,ALU,SPI_Interface,Data_Path,Memory_Controller,Cache_L1,AHB_Controller,Control_Unit,Interconnect,Cache_L2,Clock_Domain,GPIO_Controller,Register_File",0.3498,1,50,14.5,1.0,1,2
commit_000124,author_9,11.94,2024-09-22 07:00:00,18,2751,2160,5,"Control_Unit,Register_File,SPI_Interface,UART_Controller,Interconnect",0.4955,1,18,11.46,0.8081,1,4
commit_000125,author_48,2.68,2024-04-15 11:00:00,24,1417,82,6,"Reset_Logic,Data_Path,SPI_Interface,Memory_Controller,Control_Unit,I2C_Interface",0.2307,1,14,9.31,0.7132,1,3
commit_000126,author_18,7.54,2024-01-23 08:00:00,21,1561,491,11,"UART_Controller,Register_File,Cache_L2,Control_Unit,Reset_Logic,GPIO_Controller,Clock_Domain,Memory_Controller,Interconnect,Cache_L1,ALU",0.291,1,34,12.41,1.0,1,2
commit_000127,author_42,15.77,2024-09-01 20:00:00,7,2572,2079,15,"AHB_Controller,Data_Path,ALU,Cache_L2,Memory_Controller,Control_Unit,SPI_Interface,UART_Controller,Register_File,Clock_Domain,GPIO_Controller,Reset_Logic,I2C_Interface,Interconnect,Cache_L1",0.4819,1,43,16.32,1.0,1,7
commit_000128,author_37,8.0,2024-05-20 02:00:00,47,3286,154,15,"Memory_Controller,Clock_Domain,GPIO_Controller,Interconnect,Cache_L2,I2C_Interface,SPI_Interface,UART_Controller,Cache_L1,Reset_Logic,ALU,AHB_Controller,Register_File,Control_Unit,Data_Path",0.4076,1,43,15.58,1.0,1,2
commit_000129,author_12,10.37,2024-03-16 01:00:00,3,3889,1535,4,"SPI_Interface,Clock_Domain,AHB_Controller,Cache_L1",0.5203,1,12,11.2,0.6762,1,7
commit_000130,author_16,6.36,2024-08-09 00:00:00,3,4483,2628,7,"AHB_Controller,Cache_L1,ALU,Reset_Logic,Clock_Domain,Data_Path,Interconnect",0.5872,1,25,13.37,1.0,1,3
commit_000131,author_5,14.81,2024-11-21 02:00:00,9,2577,1674,12,"Control_Unit,GPIO_Controller,Register_File,Interconnect,I2C_Interface,Memory_Controller,Reset_Logic,Cache_L2,ALU,AHB_Controller,Data_Path,Cache_L1",0.4595,1,34,14.6,1.0,1,1
commit_000132,author_2,5.6,2024-02-11 12:00:00,33,2286,595,3,"Control_Unit,Clock_Domain,Data_Path",0.3656,0,15,9.16,0.6799,1,3
commit_000133,author_7,3.18,2024-11-30 16:00:00,24,555,1844,9,"UART_Controller,Control_Unit,Memory_Controller,GPIO_Controller,Register_File,I2C_Interface,Cache_L1,Reset_Logic,Clock_Domain",0.3242,1,30,11.74,1.0,1,5
commit_000134,author_41,0.0,2024-08-09 23:00:00,49,4324,1510,8,"Data_Path,I2C_Interface,Interconnect,ALU,Control_Unit,GPIO_Controller,Reset_Logic,Memory_Controller",0.5385,1,25,13.38,1.0,1,2
commit_000135,author_8,14.76,2024-05-26 18:00:00,25,4320,1443,5,"Data_Path,Control_Unit,Cache_L2,Reset_Logic,Register_File",0.5354,0,14,11.85,0.6476,0,0
commit_000136,author_26,12.79,2024-10-10 23:00:00,39,4666,1469,6,"UART_Controller,Memory_Controller,Register_File,Data_Path,GPIO_Controller,ALU",0.551,1,22,12.51,1.0,1,4
commit_000137,author_10,6.75,2024-11-19 18:00:00,23,3327,206,7,"Memory_Controller,Reset_Logic,Clock_Domain,GPIO_Controller,Data_Path,UART_Controller,Register_File",0.414,1,20,11.64,0.965,1,5
commit_000138,author_36,7.43,2024-02-10 22:00:00,17,4174,2744,14,"I2C_Interface,Interconnect,Clock_Domain,Register_File,SPI_Interface,Memory_Controller,Data_Path,UART_Controller,GPIO_Controller,Control_Unit,Cache_L2,AHB_Controller,Reset_Logic,Cache_L1",0.5805,1,46,16.8,1.0,1,5
commit_000139,author_37,7.62,2024-12-12 09:00:00,24,4119,1860,2,"Cache_L2,Cache_L1",0.5446,0,4,10.45,0.3335,0,0
commit_000140,author_15,8.89,2024-03-14 21:00:00,27,1109,2772,1,Register_File,0.437,0,2,8.87,0.148,0,0
commit_000141,author_24,5.63,2024-03-19 10:00:00,22,1913,1755,2,"GPIO_Controller,ALU",0.4232,0,6,9.23,0.363,0,0
commit_000142,author_28,10.69,2024-01-18 22:00:00,9,1288,1202,3,"I2C_Interface,SPI_Interface,UART_Controller",0.3324,0,7,8.82,0.2945,1,5
commit_000143,author_12,0.13,2024-07-05 13:00:00,31,4283,2857,6,"UART_Controller,GPIO_Controller,ALU,Register_File,Reset_Logic,AHB_Controller",0.5881,1,18,12.88,0.8959,1,5
commit_000144,author_10,14.03,2024-09-30 14:00:00,2,3085,2647,1,Memory_Controller,0.5341,1,3,9.84,0.3503,1,5
commit_000145,author_41,1.46,2024-01-21 22:00:00,4,161,954,3,"Memory_Controller,UART_Controller,Interconnect",0.1823,1,10,7.32,0.5493,1,1
commit_000146,author_27,4.91,2024-11-05 16:00:00,26,2591,1390,11,"Register_File,Cache_L1,Reset_Logic,ALU,GPIO_Controller,I2C_Interface,Memory_Controller,AHB_Controller,Interconnect,Data_Path,UART_Controller",0.4433,1,41,13.93,1.0,1,4
commit_000147,author_6,5.5,2024-07-04 18:00:00,38,172,2561,14,"Control_Unit,SPI_Interface,Data_Path,Reset_Logic,I2C_Interface,UART_Controller,GPIO_Controller,ALU,Memory_Controller,Clock_Domain,AHB_Controller,Cache_L1,Interconnect,Register_File",0.3534,1,52,14.53,1.0,1,5
commit_000148,author_44,10.15,2024-11-28 04:00:00,13,897,207,7,"Interconnect,SPI_Interface,ALU,AHB_Controller,Cache_L2,Data_Path,UART_Controller",0.1809,1,31,9.31,1.0,1,1
commit_000149,author_20,13.94,2024-05-24 04:00:00,23,1254,2601,7,"GPIO_Controller,Cache_L1,Reset_Logic,ALU,UART_Controller,Register_File,Memory_Controller",0.4353,1,18,11.85,0.9498,1,3
commit_000150,author_48,3.77,2024-10-20 23:00:00,22,1846,2892,1,Cache_L1,0.4865,0,0,9.37,0.2561,1,2
commit_000151,author_35,8.02,2024-06-06 02:00:00,16,4081,2063,11,"Interconnect,Reset_Logic,SPI_Interface,Register_File,Memory_Controller,Data_Path,AHB_Controller,I2C_Interface,Clock_Domain,Cache_L2,Control_Unit",0.5513,1,34,15.01,1.0,1,5
commit_000152,author_37,6.7,2024-10-20 01:00:00,31,110,2561,4,"I2C_Interface,Data_Path,UART_Controller,SPI_Interface",0.3482,0,9,9.48,0.3942,0,0
commit_000153,author_8,8.68,2024-10-03 12:00:00,42,2089,1872,5,"AHB_Controller,Register_File,Cache_L1,I2C_Interface,Control_Unit",0.442,1,15,10.92,0.7562,0,0
commit_000154,author_24,11.96,2024-03-01 03:00:00,25,470,2755,7,"Data_Path,Clock_Domain,Memory_Controller,Cache_L2,Reset_Logic,I2C_Interface,SPI_Interface",0.3921,1,20,11.42,0.8901,1,2
commit_000155,author_26,3.99,2024-07-30 19:00:00,5,67,1129,12,"UART_Controller,Register_File,Cache_L2,Clock_Domain,Cache_L1,Memory_Controller,Interconnect,I2C_Interface,ALU,Data_Path,Control_Unit,SPI_Interface",0.193,1,43,11.93,1.0,1,3
commit_000156,author_42,4.6,2024-04-10 19:00:00,50,4222,797,10,"Cache_L2,Memory_Controller,Cache_L1,ALU,Reset_Logic,GPIO_Controller,I2C_Interface,Clock_Domain,Control_Unit,Register_File",0.5009,1,37,14.01,1.0,1,2
commit_000157,author_49,8.11,2024-11-02 10:00:00,37,1206,2991,8,"SPI_Interface,I2C_Interface,Reset_Logic,GPIO_Controller,Clock_Domain,Register_File,UART_Controller,Cache_L1",0.4563,0,19,12.56,0.7234,1,2
commit_000158,author_31,8.32,2024-10-28 21:00:00,44,365,1563,13,"SPI_Interface,ALU,GPIO_Controller,Clock_Domain,I2C_Interface,AHB_Controller,Register_File,Memory_Controller,Cache_L1,Cache_L2,Interconnect,Reset_Logic,UART_Controller",0.2783,1,36,13.28,1.0,1,6
commit_000159,author_19,8.32,2024-02-22 09:00:00,20,517,2063,2,"SPI_Interface,Clock_Domain",0.3404,0,1,8.4,0.262,0,0
commit_000160,author_6,7.36,2024-12-12 03:00:00,44,658,999,2,"Data_Path,Control_Unit",0.2489,0,5,7.49,0.317,0,0
commit_000161,author_48,13.54,2024-01-29 00:00:00,18,4251,1798,4,"Control_Unit,GPIO_Controller,I2C_Interface,SPI_Interface",0.5475,0,15,11.47,0.6039,1,7
commit_000162,author_39,18.69,2024-11-20 16:00:00,32,1983,2064,3,"Interconnect,Cache_L1,AHB_Controller",0.4473,1,9,9.97,0.6319,1,3
commit_000163,author_22,18.75,2024-02-27 13:00:00,12,2860,2068,2,"Interconnect,SPI_Interface",0.4964,1,5,9.96,0.5472,1,5
commit_000164,author_16,7.72,2024-10-25 20:00:00,6,4208,992,7,"Control_Unit,Interconnect,Clock_Domain,I2C_Interface,Cache_L1,Register_File,UART_Controller",0.5098,1,22,12.6,1.0,1,3
commit_000165,author_25,13.49,2024-10-06 01:00:00,49,3577,998,4,"GPIO_Controller,Register_File,SPI_Interface,I2C_Interface",0.4778,0,14,10.78,0.5791,1,2
commit_000166,author_41,8.24,2024-08-16 10:00:00,10,914,394,15,"Memory_Controller,Register_File,Reset_Logic,Interconnect,SPI_Interface,Data_Path,ALU,UART_Controller,Clock_Domain,I2C_Interface,Control_Unit,GPIO_Controller,Cache_L2,AHB_Controller,Cache_L1",0.2074,1,36,13.57,1.0,1,5
commit_000167,author_20,9.14,2024-09-24 13:00:00,35,2173,2652,10,"Cache_L1,I2C_Interface,UART_Controller,Memory_Controller,ALU,Interconnect,Data_Path,Register_File,Clock_Domain,GPIO_Controller",0.4911,1,36,13.91,1.0,1,3
commit_000168,author_48,7.74,2024-12-25 08:00:00,19,293,212,11,"Memory_Controller,SPI_Interface,Clock_Domain,Data_Path,Interconnect,Register_File,AHB_Controller,I2C_Interface,Cache_L1,Reset_Logic,Control_Unit",0.0917,1,50,10.42,1.0,1,2
commit_000169,author_50,13.72,2024-11-27 23:00:00,13,74,1299,9,"Cache_L2,Reset_Logic,Cache_L1,GPIO_Controller,Memory_Controller,ALU,SPI_Interface,AHB_Controller,Register_File",0.2154,1,36,10.65,1.0,1,1
commit_000170,author_50,10.46,2024-03-30 11:00:00,9,4049,2906,9,"I2C_Interface,Data_Path,Cache_L1,GPIO_Controller,UART_Controller,Reset_Logic,SPI_Interface,Control_Unit,AHB_Controller",0.5818,1,32,14.32,1.0,1,4
commit_000171,author_44,11.7,2024-06-11 03:00:00,15,233,517,10,"Control_Unit,I2C_Interface,ALU,UART_Controller,Reset_Logic,Cache_L2,Interconnect,Clock_Domain,Cache_L1,SPI_Interface",0.1304,1,34,10.3,1.0,1,2
commit_000172,author_13,6.02,2024-09-08 02:00:00,49,1736,2006,10,"SPI_Interface,I2C_Interface,Control_Unit,GPIO_Controller,ALU,Data_Path,Interconnect,Clock_Domain,Memory_Controller,UART_Controller",0.428,1,33,13.28,1.0,1,5
commit_000173,author_9,10.91,2024-06-19 16:00:00,2,1392,2574,9,"AHB_Controller,SPI_Interface,Control_Unit,Register_File,Interconnect,Memory_Controller,Clock_Domain,I2C_Interface,Cache_L1",0.4423,1,30,12.92,1.0,1,5
commit_000174,author_11,11.14,2024-07-05 05:00:00,17,607,1532,9,"Control_Unit,Interconnect,Cache_L1,Data_Path,Memory_Controller,Cache_L2,Reset_Logic,Register_File,AHB_Controller",0.2996,1,41,11.5,1.0,1,5
commit_000175,author_26,3.78,2024-12-08 16:00:00,15,4049,2098,8,"Register_File,Cache_L2,Data_Path,Memory_Controller,Reset_Logic,Clock_Domain,AHB_Controller,SPI_Interface",0.5514,1,30,13.51,1.0,1,2
commit_000176,author_46,10.18,2024-08-16 21:00:00,1,2524,470,5,"GPIO_Controller,Cache_L1,Clock_Domain,AHB_Controller,ALU",0.3745,1,14,10.25,0.8276,0,0
commit_000177,author_31,0.65,2024-04-04 17:00:00,43,396,2035,10,"GPIO_Controller,UART_Controller,Control_Unit,Reset_Logic,I2C_Interface,AHB_Controller,Memory_Controller,SPI_Interface,Cache_L1,Interconnect",0.3271,1,36,12.27,1.0,1,1
commit_000178,author_36,2.39,2024-12-26 07:00:00,19,1234,2587,3,"Data_Path,Memory_Controller,GPIO_Controller",0.4332,1,9,9.83,0.6356,1,1
commit_000179,author_20,5.9,2024-03-24 04:00:00,34,3272,1032,12,"AHB_Controller,Cache_L2,Data_Path,SPI_Interface,I2C_Interface,Control_Unit,Memory_Controller,Interconnect,GPIO_Controller,Clock_Domain,ALU,Reset_Logic",0.4626,1,40,14.63,1.0,1,7
commit_000180,author_37,2.52,2024-06-14 03:00:00,4,899,792,3,"UART_Controller,Cache_L1,ALU",0.2527,0,14,8.03,0.6046,1,7
commit_000181,author_40,9.55,2024-08-28 20:00:00,43,3357,1939,5,"Cache_L2,I2C_Interface,Data_Path,Cache_L1,SPI_Interface",0.5144,0,20,11.64,0.7693,1,7
commit_000182,author_34,2.06,2024-09-03 04:00:00,16,677,1612,3,"Memory_Controller,Interconnect,Clock_Domain",0.314,1,8,8.64,0.5726,1,2
commit_000183,author_33,6.09,2024-01-14 21:00:00,10,4948,2317,6,"Data_Path,Clock_Domain,Control_Unit,AHB_Controller,SPI_Interface,Reset_Logic",0.5923,1,20,12.92,0.8892,0,0
commit_000184,author_17,9.04,2024-01-12 02:00:00,46,4820,947,8,"Register_File,GPIO_Controller,Memory_Controller,Reset_Logic,Cache_L2,Clock_Domain,UART_Controller,Cache_L1",0.5356,1,23,13.36,1.0,1,6
commit_000185,author_35,7.15,2024-08-19 02:00:00,8,1670,1291,4,"Clock_Domain,SPI_Interface,Cache_L1,Reset_Logic",0.3719,0,14,9.72,0.6905,1,1
commit_000186,author_45,0.0,2024-11-22 16:00:00,31,1735,984,4,"SPI_Interface,Cache_L1,GPIO_Controller,Clock_Domain",0.3522,0,9,9.52,0.5704,1,7
commit_000187,author_50,14.64,2024-11-08 10:00:00,14,1755,2542,9,"AHB_Controller,ALU,Cache_L2,Reset_Logic,GPIO_Controller,UART_Controller,Register_File,Clock_Domain,Control_Unit",0.4622,1,24,13.12,0.9874,1,3
commit_000188,author_35,1.84,2024-11-19 04:00:00,20,2055,1388,12,"ALU,AHB_Controller,GPIO_Controller,SPI_Interface,Cache_L2,Reset_Logic,Register_File,Clock_Domain,Data_Path,Interconnect,Cache_L1,I2C_Interface",0.4078,1,37,14.08,1.0,1,2
commit_000189,author_24,13.93,2024-10-25 07:00:00,15,2835,2458,12,"Reset_Logic,Data_Path,UART_Controller,Control_Unit,Clock_Domain,Register_File,Cache_L1,GPIO_Controller,I2C_Interface,Cache_L2,Interconnect,ALU",0.5142,1,41,15.14,1.0,1,2
commit_000190,author_47,8.76,2024-10-16 19:00:00,32,783,509,13,"Memory_Controller,Data_Path,I2C_Interface,Cache_L1,Interconnect,ALU,Register_File,Reset_Logic,AHB_Controller,UART_Controller,SPI_Interface,GPIO_Controller,Control_Unit",0.2053,1,49,12.55,1.0,1,2
commit_000191,author_28,5.32,2024-04-23 18:00:00,40,2063,2597,9,"UART_Controller,Control_Unit,Register_File,Clock_Domain,AHB_Controller,GPIO_Controller,Data_Path,ALU,I2C_Interface",0.4824,1,33,13.32,1.0,1,7
commit_000192,author_4,4.7,2024-02-21 05:00:00,1,4735,2245,13,"SPI_Interface,Reset_Logic,Data_Path,Register_File,Interconnect,Cache_L1,AHB_Controller,I2C_Interface,GPIO_Controller,ALU,Cache_L2,Clock_Domain,UART_Controller",0.5826,1,42,16.33,1.0,1,1
commit_000193,author_50,9.03,2024-09-07 01:00:00,25,3654,2586,6,"Register_File,Data_Path,I2C_Interface,AHB_Controller,GPIO_Controller,Cache_L1",0.5552,1,20,12.55,0.8847,1,4
commit_000194,author_24,9.12,2024-09-10 23:00:00,17,2742,2709,7,"Control_Unit,GPIO_Controller,Memory_Controller,I2C_Interface,Cache_L1,Interconnect,Register_File",0.5216,1,23,12.72,1.0,1,7
commit_000195,author_42,7.45,2024-07-09 06:00:00,46,4152,1972,11,"Cache_L2,Memory_Controller,AHB_Controller,UART_Controller,Cache_L1,Control_Unit,Interconnect,Data_Path,ALU,GPIO_Controller,SPI_Interface",0.5505,1,32,15.01,1.0,1,4
commit_000196,author_46,9.67,2024-10-31 15:00:00,4,1764,2464,6,"Cache_L2,I2C_Interface,ALU,UART_Controller,Control_Unit,Reset_Logic",0.4582,0,27,11.58,0.9585,1,1
commit_000197,author_5,7.24,2024-11-04 14:00:00,50,4669,466,7,"Cache_L1,UART_Controller,Control_Unit,Memory_Controller,SPI_Interface,Register_File,I2C_Interface",0.5067,1,37,12.57,1.0,1,1
commit_000198,author_36,1.4,2024-07-17 05:00:00,21,4522,415,5,"Reset_Logic,ALU,Cache_L1,UART_Controller,SPI_Interface",0.4968,0,14,11.47,0.701,1,5
commit_000199,author_24,10.38,2024-12-13 07:00:00,4,2911,1663,10,"Cache_L2,Memory_Controller,Reset_Logic,Cache_L1,GPIO_Controller,Control_Unit,AHB_Controller,Register_File,ALU,Data_Path",0.4778,1,46,13.78,1.0,1,5
commit_000200,author_36,13.7,2024-03-29 14:00:00,27,3350,2743,5,"I2C_Interface,Memory_Controller,Clock_Domain,ALU,Data_Path",0.5493,1,17,11.99,0.8095,0,0
commit_000201,author_47,11.41,2024-11-22 18:00:00,17,3808,2933,4,"Interconnect,Data_Path,GPIO_Controller,Clock_Domain",0.5741,1,15,11.74,0.7696,0,0
commit_000202,author_5,11.8,2024-03-26 13:00:00,37,3158,1004,15,"Register_File,SPI_Interface,Memory_Controller,Control_Unit,UART_Controller,Interconnect,Reset_Logic,Cache_L1,Data_Path,ALU,I2C_Interface,GPIO_Controller,AHB_Controller,Cache_L2,Clock_Domain",0.4543,1,46,16.04,1.0,1,2
commit_000203,author_34,12.18,2024-04-14 11:00:00,21,4707,1594,3,"ALU,Cache_L1,Clock_Domain",0.5576,0,10,11.08,0.4829,1,1
commit_000204,author_46,20.0,2024-06-02 22:00:00,46,2402,2492,2,"Register_File,Interconnect",0.4946,1,9,9.95,0.6093,0,0
commit_000205,author_6,8.16,2024-06-20 01:00:00,29,842,796,5,"Cache_L2,SPI_Interface,Interconnect,ALU,Cache_L1",0.2468,1,16,8.97,0.8794,1,3
commit_000206,author_40,3.08,2024-12-30 04:00:00,33,4104,2071,5,"Memory_Controller,Interconnect,SPI_Interface,Cache_L1,I2C_Interface",0.5526,1,13,12.03,0.8136,0,0
commit_000207,author_10,1.74,2024-04-26 20:00:00,39,883,565,5,"SPI_Interface,I2C_Interface,UART_Controller,Clock_Domain,Register_File",0.2246,0,14,8.75,0.5296,0,0
commit_000208,author_37,12.48,2024-01-29 02:00:00,16,400,1699,9,"Clock_Domain,Reset_Logic,AHB_Controller,Memory_Controller,GPIO_Controller,I2C_Interface,ALU,Cache_L2,Data_Path",0.2957,1,21,11.46,0.9503,1,6
commit_000209,author_40,6.07,2024-01-21 16:00:00,24,1125,482,15,"Control_Unit,SPI_Interface,Interconnect,ALU,Clock_Domain,UART_Controller,Reset_Logic,Cache_L2,Data_Path,Register_File,GPIO_Controller,Cache_L1,Memory_Controller,AHB_Controller,I2C_Interface",0.2432,1,53,13.93,1.0,1,7
commit_000210,author_27,18.18,2024-11-26 13:00:00,28,2896,477,11,"Control_Unit,Cache_L2,Register_File,I2C_Interface,Cache_L1,GPIO_Controller,UART_Controller,Interconnect,Clock_Domain,Memory_Controller,SPI_Interface",0.4028,1,33,13.53,1.0,1,2
commit_000211,author_7,6.96,2024-08-05 20:00:00,48,4381,1004,2,"Cache_L2,Control_Unit",0.5185,0,9,10.19,0.4454,1,5
commit_000212,author_29,4.7,2024-06-18 05:00:00,32,2205,969,13,"Cache_L1,Memory_Controller,AHB_Controller,ALU,Data_Path,I2C_Interface,SPI_Interface,Cache_L2,Interconnect,Clock_Domain,Reset_Logic,UART_Controller,GPIO_Controller",0.3883,1,50,14.38,1.0,1,7
commit_000213,author_32,18.49,2024-12-17 09:00:00,6,4515,2378,8,"Control_Unit,Reset_Logic,ALU,Clock_Domain,AHB_Controller,Memory_Controller,Data_Path,UART_Controller",0.5796,1,24,13.8,0.9742,1,2
commit_000214,author_14,20.0,2024-08-28 21:00:00,38,4551,1203,6,"AHB_Controller,Reset_Logic,ALU,Control_Unit,I2C_Interface,UART_Controller",0.5351,1,16,12.35,0.8274,1,4
commit_000215,author_1,9.87,2024-03-14 09:00:00,19,1259,2928,9,"Data_Path,Cache_L1,ALU,UART_Controller,Register_File,Reset_Logic,SPI_Interface,AHB_Controller,Cache_L2",0.4558,1,21,13.06,0.9326,1,2
commit_000216,author_36,0.47,2024-05-12 21:00:00,24,3497,2127,11,"Register_File,Interconnect,ALU,Memory_Controller,Data_Path,Clock_Domain,Control_Unit,GPIO_Controller,SPI_Interface,I2C_Interface,Reset_Logic",0.5294,1,38,14.79,1.0,1,3
commit_000217,author_7,1.66,2024-09-25 21:00:00,26,3505,2320,8,"Register_File,GPIO_Controller,Reset_Logic,Interconnect,Clock_Domain,Cache_L1,Cache_L2,Data_Path",0.5381,1,25,13.38,1.0,1,4
commit_000218,author_3,5.75,2024-01-27 13:00:00,5,46,1787,12,"Cache_L1,UART_Controller,Register_File,Control_Unit,Interconnect,Clock_Domain,Reset_Logic,SPI_Interface,I2C_Interface,ALU,Data_Path,Memory_Controller",0.2683,1,35,12.68,1.0,1,7
commit_000219,author_40,10.6,2024-07-23 06:00:00,9,265,2827,6,"I2C_Interface,Register_File,Interconnect,GPIO_Controller,UART_Controller,Control_Unit",0.3821,1,19,10.82,0.8898,1,5
commit_000220,author_20,10.46,2024-11-20 04:00:00,12,2746,733,15,"Clock_Domain,AHB_Controller,Register_File,GPIO_Controller,SPI_Interface,Memory_Controller,Data_Path,ALU,Interconnect,UART_Controller,Reset_Logic,Cache_L2,I2C_Interface,Control_Unit,Cache_L1",0.4103,1,42,15.6,1.0,1,1
commit_000221,author_11,0.0,2024-12-23 21:00:00,44,2794,941,14,"SPI_Interface,UART_Controller,I2C_Interface,Data_Path,Cache_L1,Cache_L2,AHB_Controller,Memory_Controller,Control_Unit,Interconnect,GPIO_Controller,Reset_Logic,Clock_Domain,Register_File",0.4276,1,46,15.28,1.0,1,5
commit_000222,author_14,9.45,2024-10-07 03:00:00,17,350,562,2,"Interconnect,GPIO_Controller",0.1543,1,4,6.54,0.3993,0,0
commit_000223,author_31,4.01,2024-02-12 12:00:00,13,853,573,7,"UART_Controller,Cache_L1,Interconnect,Cache_L2,GPIO_Controller,Register_File,Control_Unit",0.2219,1,23,9.72,0.9486,1,6
commit_000224,author_21,8.1,2024-04-28 05:00:00,42,1741,26,7,"Control_Unit,Interconnect,Register_File,Clock_Domain,GPIO_Controller,ALU,Reset_Logic",0.2611,1,26,10.11,1.0,1,4
commit_000225,author_16,16.34,2024-07-09 11:00:00,45,1796,330,5,"Interconnect,ALU,Cache_L2,Clock_Domain,UART_Controller",0.2983,1,12,9.48,0.6924,0,0
commit_000226,author_45,6.92,2024-11-29 19:00:00,38,2467,2074,13,"Register_File,Control_Unit,Reset_Logic,Interconnect,ALU,SPI_Interface,Memory_Controller,Data_Path,Cache_L2,Cache_L1,UART_Controller,GPIO_Controller,AHB_Controller",0.4759,1,34,15.26,1.0,1,2
commit_000227,author_46,7.54,2024-02-23 22:00:00,19,1573,25,10,"Register_File,Control_Unit,SPI_Interface,ALU,Clock_Domain,Cache_L2,I2C_Interface,UART_Controller,GPIO_Controller,Reset_Logic",0.2422,0,28,11.42,1.0,1,5
commit_000228,author_7,4.91,2024-06-12 08:00:00,48,126,873,3,"Cache_L2,AHB_Controller,SPI_Interface",0.1665,1,13,7.17,0.7437,0,0
commit_000229,author_15,3.69,2024-06-07 22:00:00,20,3921,840,7,"AHB_Controller,Memory_Controller,Data_Path,Register_File,Control_Unit,Clock_Domain,Cache_L1",0.4878,1,24,12.38,1.0,1,5
commit_000230,author_36,6.67,2024-04-17 19:00:00,17,3128,2526,7,"Data_Path,SPI_Interface,Control_Unit,GPIO_Controller,Clock_Domain,Cache_L2,ALU",0.5307,0,17,12.81,0.6838,1,2
commit_000231,author_42,0.0,2024-02-10 09:00:00,29,2780,1963,8,"Reset_Logic,GPIO_Controller,Memory_Controller,SPI_Interface,I2C_Interface,Cache_L2,Interconnect,AHB_Controller",0.4868,1,23,12.87,1.0,1,6
commit_000232,author_12,11.45,2024-10-12 06:00:00,39,382,1949,5,"Reset_Logic,Clock_Domain,Cache_L1,AHB_Controller,Data_Path",0.318,1,13,9.68,0.6972,0,0
commit_000233,author_12,8.59,2024-07-16 14:00:00,41,1639,966,11,"Reset_Logic,AHB_Controller,Clock_Domain,ALU,I2C_Interface,SPI_Interface,Memory_Controller,Register_File,Cache_L1,Cache_L2,UART_Controller",0.3425,1,42,12.93,1.0,1,6
commit_000234,author_9,19.22,2024-12-10 05:00:00,32,3322,2060,3,"Control_Unit,ALU,Cache_L2",0.5184,0,12,10.68,0.3813,0,0
commit_000235,author_22,9.84,2024-04-20 22:00:00,8,3782,519,8,"UART_Controller,Control_Unit,SPI_Interface,ALU,Cache_L1,AHB_Controller,Register_File,Reset_Logic",0.4624,1,30,12.62,1.0,1,4
commit_000236,author_49,12.38,2024-05-11 20:00:00,28,2230,874,9,"Cache_L1,I2C_Interface,SPI_Interface,Data_Path,UART_Controller,Interconnect,Register_File,Memory_Controller,Cache_L2",0.383,1,27,12.33,1.0,1,1
commit_000237,author_12,0.04,2024-04-05 23:00:00,10,1509,1110,4,"Control_Unit,Register_File,Cache_L2,AHB_Controller",0.3437,1,15,9.44,0.8564,1,6
commit_000238,author_16,0.0,2024-10-31 23:00:00,9,1996,1049,5,"GPIO_Controller,ALU,Register_File,Clock_Domain,I2C_Interface",0.3785,0,16,10.28,0.6235,0,0
